heap,suite,tool,gc,subject,arm,status,e2e_s,peak_heap_mb,postgc_live_mb,viols
constrained,oss,lazymop,g1,davidmoten-rtree,stock,PASS,285.355,8192,8192,0
constrained,oss,lazymop,g1,davidmoten-rtree-multi,native,PASS,137.132,4074,2260,0
constrained,oss,lazymop,g1,davidmoten-rtree-multi,stock,PASS,170.684,8191,8191,0
constrained,oss,lazymop,g1,davidmoten-rtree2,native,PASS,138.207,2580,1192,0
constrained,oss,lazymop,g1,davidmoten-rtree2,stock,PASS,187.920,8192,8192,0
constrained,oss,lazymop,g1,eightbitjim-cassette-nibbler,native,FAIL,115.959,8190,8190,0
constrained,oss,lazymop,g1,eightbitjim-cassette-nibbler,stock,FAIL,145.844,8190,8190,0
constrained,oss,lazymop,g1,f4b6a3-uuid-creator,native,PASS,59.304,3680,785,0
constrained,oss,lazymop,g1,f4b6a3-uuid-creator,stock,PASS,55.227,2704,656,0
constrained,oss,lazymop,g1,flipkart-incubator-databuilderframework,native,PASS,308.672,6893,2666,0
constrained,oss,lazymop,g1,flipkart-incubator-databuilderframework,stock,PASS,434.190,8192,8192,0
constrained,oss,lazymop,g1,fraunhoferfokus-Fuzzino,native,PASS,384.394,4594,3513,0
constrained,oss,lazymop,g1,fraunhoferfokus-Fuzzino,stock,PASS,351.406,2458,2458,0
constrained,oss,lazymop,g1,fusion-jena-JaroWinklerSimilarity,native,PASS,318.574,4552,4214,0
constrained,oss,lazymop,g1,fusion-jena-JaroWinklerSimilarity,stock,FAIL,431.143,8192,8192,0
constrained,oss,lazymop,g1,gchq-synthetic-data-generator,native,FAIL,55.925,8189,8189,0
constrained,oss,lazymop,g1,gchq-synthetic-data-generator,stock,FAIL,55.945,8191,8191,0
constrained,oss,lazymop,g1,getodk-javarosa,native,PASS,103.906,2345,938,0
constrained,oss,lazymop,g1,getodk-javarosa,stock,PASS,128.267,4296,3982,0
constrained,oss,lazymop,g1,ghaffarian-progex,native,PASS,99.562,7085,4587,0
constrained,oss,lazymop,g1,ghaffarian-progex,stock,PASS,132.211,8192,8192,0
constrained,oss,lazymop,g1,googleapis-java-spanner-jdbc,native,FAIL,311.074,8192,8192,0
constrained,oss,lazymop,g1,googleapis-java-spanner-jdbc,stock,FAIL,325.941,8192,8192,0
constrained,oss,lazymop,g1,graphstream-gs-algo,native,FAIL,55.866,8191,8191,0
constrained,oss,lazymop,g1,graphstream-gs-algo,stock,FAIL,55.921,8191,8191,0
constrained,oss,lazymop,g1,graphstream-gs-core,native,PASS,96.945,5946,5715,0
constrained,oss,lazymop,g1,graphstream-gs-core,stock,PASS,99.287,5874,5554,0
constrained,oss,lazymop,g1,hlavki-jlemmagen,native,PASS,26.054,1439,483,0
constrained,oss,lazymop,g1,hlavki-jlemmagen,stock,PASS,27.028,1929,802,0
constrained,oss,lazymop,g1,houbb-sensitive-word,native,PASS,99.244,4047,2990,0
constrained,oss,lazymop,g1,houbb-sensitive-word,stock,PASS,147.760,8192,8192,0
constrained,oss,lazymop,g1,huaban-jieba-analysis,native,PASS,80.857,3810,2518,0
constrained,oss,lazymop,g1,huaban-jieba-analysis,stock,PASS,118.651,8191,8191,0
constrained,oss,lazymop,g1,indeedeng-vowpal-wabbit-java,native,FAIL,296.110,8190,8190,0
constrained,oss,lazymop,g1,indeedeng-vowpal-wabbit-java,stock,FAIL,356.168,8191,8191,0
constrained,oss,lazymop,g1,iquadrat-sbb-train-scheduler,native,PASS,138.942,4227,4091,0
constrained,oss,lazymop,g1,iquadrat-sbb-train-scheduler,stock,PASS,167.416,8192,8192,0
constrained,oss,lazymop,g1,jahlborn-jackcess,native,FAIL,220.869,8191,8191,0
constrained,oss,lazymop,g1,jahlborn-jackcess,stock,FAIL,311.075,8191,8191,0
constrained,oss,lazymop,g1,kapoorlabs-kiara,native,FAIL,100.948,8190,8190,0
constrained,oss,lazymop,g1,kapoorlabs-kiara,stock,FAIL,176.001,8192,8192,0
constrained,oss,lazymop,g1,lexburner-consistent-hash-algorithm,native,PASS,67.254,3812,2918,0
constrained,oss,lazymop,g1,lexburner-consistent-hash-algorithm,stock,PASS,100.055,8192,8192,0
constrained,oss,lazymop,g1,lukfor-pgs-calc,native,FAIL,221.069,8192,8192,0
constrained,oss,lazymop,g1,lukfor-pgs-calc,stock,FAIL,236.018,8192,8192,0
constrained,oss,lazymop,g1,mastodon-sc-mastodon,native,FAIL,235.944,8190,8190,0
constrained,oss,lazymop,g1,mastodon-sc-mastodon,stock,PASS,239.063,8190,8190,0
constrained,oss,lazymop,g1,mocnik-science-geogrid,native,FAIL,251.081,8191,8191,0
constrained,oss,lazymop,g1,mocnik-science-geogrid,stock,FAIL,221.046,8190,8190,0
constrained,oss,lazymop,g1,myui-btree4j,native,PASS,138.473,3386,2072,0
constrained,oss,lazymop,g1,myui-btree4j,stock,PASS,158.748,3926,3038,0
constrained,oss,lazymop,g1,palatable-lambda,native,FAIL,206.059,8191,8191,0
constrained,oss,lazymop,g1,palatable-lambda,stock,FAIL,236.095,8192,8192,0
constrained,oss,lazymop,g1,palindromicity-simple-syslog,native,PASS,44.760,1770,766,0
constrained,oss,lazymop,g1,palindromicity-simple-syslog,stock,PASS,58.949,4098,3940,0
constrained,oss,lazymop,g1,renfei-ik-analyzer,native,PASS,75.792,2912,2325,0
constrained,oss,lazymop,g1,renfei-ik-analyzer,stock,PASS,123.482,8192,8192,0
constrained,oss,lazymop,g1,sbesada-java.math.expression.parser,native,PASS,236.256,6292,3550,0
constrained,oss,lazymop,g1,sbesada-java.math.expression.parser,stock,PASS,394.744,8192,8192,0
constrained,oss,lazymop,g1,simplenlg-simplenlg,native,FAIL,99.169,2738,1721,0
constrained,oss,lazymop,g1,simplenlg-simplenlg,stock,FAIL,135.086,8192,8192,0
constrained,oss,lazymop,g1,solita-functional-utils,native,PASS,58.663,3909,2965,0
constrained,oss,lazymop,g1,solita-functional-utils,stock,PASS,63.700,4285,3010,0
constrained,oss,lazymop,g1,xspec-xspec-maven-plugin-1,native,FAIL,596.393,8190,8190,0
constrained,oss,lazymop,g1,xspec-xspec-maven-plugin-1,stock,FAIL,551.343,8192,8192,0
constrained,oss,lazymop,g1,ysc-word,native,PASS,339.448,4120,3097,0
constrained,oss,lazymop,g1,ysc-word,stock,PASS,462.211,4190,3537,0
constrained,oss,lazymop,g1,zhoujianling-PointCloudUtilities,native,FAIL,85.920,8190,8190,0
constrained,oss,lazymop,g1,zhoujianling-PointCloudUtilities,stock,FAIL,175.968,8192,8192,0
constrained,oss,lazymop,parallel,Antibrumm-jackson-antpathfilter,native,PASS,43.249,2941,872,0
constrained,oss,lazymop,parallel,Antibrumm-jackson-antpathfilter,stock,PASS,48.103,6186,7986,0
constrained,oss,lazymop,parallel,ElectronicChartCentre-java-vector-tile,native,FAIL,130.992,7082,6763,0
constrained,oss,lazymop,parallel,ElectronicChartCentre-java-vector-tile,stock,FAIL,145.940,6428,6371,0
constrained,oss,lazymop,parallel,MezereonXP-AnomalyDetectTool,native,FAIL,251.086,6371,6352,0
constrained,oss,lazymop,parallel,MezereonXP-AnomalyDetectTool,stock,PASS,204.085,6480,6345,0
constrained,oss,lazymop,parallel,PeterisP-morphology,native,FAIL,160.973,6371,6320,0
constrained,oss,lazymop,parallel,PeterisP-morphology,stock,FAIL,281.119,6885,6315,0
constrained,oss,lazymop,parallel,StarlangSoftware-TurkishPropBank,native,PASS,43.029,2977,729,0
constrained,oss,lazymop,parallel,StarlangSoftware-TurkishPropBank,stock,PASS,58.213,6350,5440,0
constrained,oss,lazymop,parallel,StarlangSoftware-TurkishSentiNet,native,PASS,56.696,3191,1375,0
constrained,oss,lazymop,parallel,StarlangSoftware-TurkishSentiNet,stock,PASS,68.717,6429,5518,0
constrained,oss,lazymop,parallel,StarlangSoftware-TurkishWordNet,native,PASS,1230.693,7841,5764,0
constrained,oss,lazymop,parallel,StarlangSoftware-TurkishWordNet,stock,FAIL,1542.045,7086,6326,0
constrained,oss,lazymop,parallel,Sweetiee-yi-Jaba,native,PASS,79.905,5164,3776,0
constrained,oss,lazymop,parallel,Sweetiee-yi-Jaba,stock,FAIL,115.931,6453,6369,0
constrained,oss,lazymop,parallel,addthis-stream-lib,native,FAIL,115.943,6724,6724,0
constrained,oss,lazymop,parallel,addthis-stream-lib,stock,FAIL,85.965,6676,6371,0
constrained,oss,lazymop,parallel,agarciadom-xeger,native,PASS,31.368,2810,343,0
constrained,oss,lazymop,parallel,agarciadom-xeger,stock,PASS,40.848,5512,5617,0
constrained,oss,lazymop,parallel,albfernandez-javadbf,native,PASS,46.937,2735,110,0
constrained,oss,lazymop,parallel,albfernandez-javadbf,stock,PASS,45.872,2667,134,0
constrained,oss,lazymop,parallel,almondtools-stringsearchalgorithms,native,FAIL,115.966,6616,6534,0
constrained,oss,lazymop,parallel,almondtools-stringsearchalgorithms,stock,FAIL,100.971,6674,6371,0
constrained,oss,lazymop,parallel,almson-almson-refcount,native,PASS,20.081,2794,162,0
constrained,oss,lazymop,parallel,almson-almson-refcount,stock,PASS,22.036,3646,3246,0
constrained,oss,lazymop,parallel,apache-commons-imaging,native,PASS,185.265,4975,2973,0
constrained,oss,lazymop,parallel,apache-commons-imaging,stock,PASS,209.879,7279,7279,0
constrained,oss,lazymop,parallel,attoparser-attoparser,native,PASS,329.251,2892,249,0
constrained,oss,lazymop,parallel,attoparser-attoparser,stock,PASS,440.949,7799,5617,0
constrained,oss,lazymop,parallel,awslabs-route53-infima,native,PASS,20.967,2867,321,0
constrained,oss,lazymop,parallel,awslabs-route53-infima,stock,PASS,29.765,5151,4745,0
constrained,oss,lazymop,parallel,bkatwal-kafka-util,native,FAIL,341.136,7018,6767,0
constrained,oss,lazymop,parallel,bkatwal-kafka-util,stock,PASS,351.885,5882,4489,0
constrained,oss,lazymop,parallel,chocoteam-choco-graph,native,FAIL,55.765,6623,6371,0
constrained,oss,lazymop,parallel,chocoteam-choco-graph,stock,FAIL,70.929,6451,6371,0
constrained,oss,lazymop,parallel,cocolian-cocolian-nlp,native,PASS,83.172,3891,2149,0
constrained,oss,lazymop,parallel,cocolian-cocolian-nlp,stock,PASS,111.721,7001,5793,0
constrained,oss,lazymop,parallel,codelion-gramtest,native,PASS,69.654,3127,841,0
constrained,oss,lazymop,parallel,codelion-gramtest,stock,PASS,93.290,6147,5236,0
constrained,oss,lazymop,parallel,confluentinc-kafka-connect-datagen,native,PASS,76.567,4491,2654,0
constrained,oss,lazymop,parallel,confluentinc-kafka-connect-datagen,stock,PASS,90.190,6983,7072,0
constrained,oss,lazymop,parallel,conveyal-osm-lib,native,FAIL,100.964,6958,6507,0
constrained,oss,lazymop,parallel,conveyal-osm-lib,stock,FAIL,100.955,6798,6371,0
constrained,oss,lazymop,parallel,cowtowncoder-java-uuid-generator,native,FAIL,296.115,6371,6262,0
constrained,oss,lazymop,parallel,cowtowncoder-java-uuid-generator,stock,PASS,302.011,6502,6333,0
constrained,oss,lazymop,parallel,danieldk-dictomaton,native,PASS,107.313,3417,1223,0
constrained,oss,lazymop,parallel,danieldk-dictomaton,stock,PASS,157.130,6758,5848,0
constrained,oss,lazymop,parallel,davidmoten-bplustree,native,PASS,117.674,3143,922,0
constrained,oss,lazymop,parallel,davidmoten-bplustree,stock,PASS,133.633,6103,5192,0
constrained,oss,lazymop,parallel,davidmoten-rtree,native,PASS,175.414,3258,902,0
constrained,oss,lazymop,parallel,davidmoten-rtree,stock,PASS,221.946,6937,5763,0
constrained,oss,lazymop,parallel,davidmoten-rtree-multi,native,PASS,147.995,3357,1461,0
constrained,oss,lazymop,parallel,davidmoten-rtree-multi,stock,PASS,171.189,6498,5588,0
constrained,oss,lazymop,parallel,davidmoten-rtree2,native,PASS,129.781,2879,875,0
constrained,oss,lazymop,parallel,davidmoten-rtree2,stock,PASS,150.723,6320,5410,0
constrained,oss,lazymop,parallel,eightbitjim-cassette-nibbler,native,FAIL,115.946,6518,6486,0
constrained,oss,lazymop,parallel,eightbitjim-cassette-nibbler,stock,FAIL,130.833,6689,6371,0
constrained,oss,lazymop,parallel,f4b6a3-uuid-creator,native,PASS,53.122,2946,252,0
constrained,oss,lazymop,parallel,f4b6a3-uuid-creator,stock,PASS,49.259,3000,408,0
constrained,oss,lazymop,parallel,flipkart-incubator-databuilderframework,native,PASS,299.960,3263,1199,0
constrained,oss,lazymop,parallel,flipkart-incubator-databuilderframework,stock,PASS,354.739,7634,5703,0
constrained,oss,lazymop,parallel,fraunhoferfokus-Fuzzino,native,PASS,319.403,3239,1327,0
constrained,oss,lazymop,parallel,fraunhoferfokus-Fuzzino,stock,PASS,401.056,3571,1410,0
constrained,oss,lazymop,parallel,fusion-jena-JaroWinklerSimilarity,native,PASS,259.857,5924,4006,0
constrained,oss,lazymop,parallel,fusion-jena-JaroWinklerSimilarity,stock,FAIL,326.089,6840,6710,0
constrained,oss,lazymop,parallel,gchq-synthetic-data-generator,native,FAIL,70.985,6485,6431,0
constrained,oss,lazymop,parallel,gchq-synthetic-data-generator,stock,FAIL,70.959,6766,6710,0
constrained,oss,lazymop,parallel,getodk-javarosa,native,PASS,73.613,2910,572,0
constrained,oss,lazymop,parallel,getodk-javarosa,stock,PASS,86.264,5030,5044,0
constrained,oss,lazymop,parallel,ghaffarian-progex,native,PASS,88.799,5150,3831,0
constrained,oss,lazymop,parallel,ghaffarian-progex,stock,PASS,115.134,6073,5163,0
constrained,oss,lazymop,parallel,googleapis-java-spanner-jdbc,native,FAIL,326.177,6419,6371,0
constrained,oss,lazymop,parallel,googleapis-java-spanner-jdbc,stock,FAIL,401.249,6371,6371,0
constrained,oss,lazymop,parallel,graphstream-gs-algo,native,FAIL,55.728,6371,6371,0
constrained,oss,lazymop,parallel,graphstream-gs-algo,stock,FAIL,55.920,6371,6371,0
constrained,oss,lazymop,parallel,graphstream-gs-core,native,PASS,104.237,5273,3248,0
constrained,oss,lazymop,parallel,graphstream-gs-core,stock,PASS,109.125,5630,4252,0
constrained,oss,lazymop,parallel,hlavki-jlemmagen,native,PASS,16.992,2665,289,0
constrained,oss,lazymop,parallel,hlavki-jlemmagen,stock,PASS,16.363,2678,635,0
constrained,oss,lazymop,parallel,houbb-sensitive-word,native,PASS,91.677,3404,1181,0
constrained,oss,lazymop,parallel,houbb-sensitive-word,stock,PASS,117.214,6846,5675,0
constrained,oss,lazymop,parallel,huaban-jieba-analysis,native,PASS,70.004,3938,1926,0
constrained,oss,lazymop,parallel,huaban-jieba-analysis,stock,PASS,88.221,6723,5587,0
constrained,oss,lazymop,parallel,indeedeng-vowpal-wabbit-java,native,FAIL,251.157,7523,7326,0
constrained,oss,lazymop,parallel,indeedeng-vowpal-wabbit-java,stock,FAIL,221.078,6752,6741,0
constrained,oss,lazymop,parallel,iquadrat-sbb-train-scheduler,native,PASS,117.745,4055,2708,0
constrained,oss,lazymop,parallel,iquadrat-sbb-train-scheduler,stock,PASS,150.458,6536,5626,0
constrained,oss,lazymop,parallel,jahlborn-jackcess,native,FAIL,206.003,6376,6371,0
constrained,oss,lazymop,parallel,jahlborn-jackcess,stock,FAIL,250.932,7533,7533,0
constrained,oss,lazymop,parallel,kapoorlabs-kiara,native,FAIL,85.968,6371,6371,0
constrained,oss,lazymop,parallel,kapoorlabs-kiara,stock,FAIL,100.961,6371,6369,0
constrained,oss,lazymop,parallel,lexburner-consistent-hash-algorithm,native,PASS,62.343,3456,1032,0
constrained,oss,lazymop,parallel,lexburner-consistent-hash-algorithm,stock,PASS,81.954,6391,5406,0
constrained,oss,lazymop,parallel,lukfor-pgs-calc,native,FAIL,191.039,6804,6711,0
constrained,oss,lazymop,parallel,lukfor-pgs-calc,stock,FAIL,206.079,7863,7863,0
constrained,oss,lazymop,parallel,mastodon-sc-mastodon,native,PASS,206.645,7900,7844,0
constrained,oss,lazymop,parallel,mastodon-sc-mastodon,stock,PASS,210.133,7939,7939,0
constrained,oss,lazymop,parallel,mocnik-science-geogrid,native,FAIL,130.950,6371,6371,0
constrained,oss,lazymop,parallel,mocnik-science-geogrid,stock,FAIL,100.916,6511,6371,0
constrained,oss,lazymop,parallel,myui-btree4j,native,PASS,116.319,3026,1272,0
constrained,oss,lazymop,parallel,myui-btree4j,stock,PASS,136.178,5884,4691,0
constrained,oss,lazymop,parallel,palatable-lambda,native,FAIL,191.062,6371,6371,0
constrained,oss,lazymop,parallel,palatable-lambda,stock,FAIL,206.078,6566,6497,0
constrained,oss,lazymop,parallel,palindromicity-simple-syslog,native,PASS,30.911,2716,386,0
constrained,oss,lazymop,parallel,palindromicity-simple-syslog,stock,PASS,39.161,4585,4609,0
constrained,oss,lazymop,parallel,renfei-ik-analyzer,native,PASS,73.340,3352,1911,0
constrained,oss,lazymop,parallel,renfei-ik-analyzer,stock,PASS,95.106,6497,5587,0
constrained,oss,lazymop,parallel,sbesada-java.math.expression.parser,native,PASS,207.029,7874,5159,0
constrained,oss,lazymop,parallel,sbesada-java.math.expression.parser,stock,PASS,268.602,7209,5845,0
constrained,oss,lazymop,parallel,simplenlg-simplenlg,native,FAIL,93.662,3054,631,0
constrained,oss,lazymop,parallel,simplenlg-simplenlg,stock,FAIL,110.240,6306,5396,0
constrained,oss,lazymop,parallel,solita-functional-utils,native,PASS,37.737,3527,2072,0
constrained,oss,lazymop,parallel,solita-functional-utils,stock,PASS,38.311,3690,2119,0
constrained,oss,lazymop,parallel,xspec-xspec-maven-plugin-1,native,FAIL,446.272,6811,6810,0
constrained,oss,lazymop,parallel,xspec-xspec-maven-plugin-1,stock,FAIL,416.223,6490,6357,0
constrained,oss,lazymop,parallel,ysc-word,native,PASS,295.340,3836,2516,0
constrained,oss,lazymop,parallel,ysc-word,stock,PASS,380.436,4111,2980,0
constrained,oss,lazymop,parallel,zhoujianling-PointCloudUtilities,native,FAIL,70.955,6371,6371,0
constrained,oss,lazymop,parallel,zhoujianling-PointCloudUtilities,stock,FAIL,115.953,6371,6371,0
constrained,oss,lazymop,serial,Antibrumm-jackson-antpathfilter,native,PASS,93.086,1207,792,0
constrained,oss,lazymop,serial,Antibrumm-jackson-antpathfilter,stock,PASS,124.568,2736,2357,0
constrained,oss,lazymop,serial,ElectronicChartCentre-java-vector-tile,native,FAIL,220.920,7918,7918,0
constrained,oss,lazymop,serial,ElectronicChartCentre-java-vector-tile,stock,FAIL,265.987,7918,7918,0
constrained,oss,lazymop,serial,MezereonXP-AnomalyDetectTool,native,PASS,142.314,7918,7070,0
constrained,oss,lazymop,serial,MezereonXP-AnomalyDetectTool,stock,PASS,150.230,7918,7250,0
constrained,oss,lazymop,serial,PeterisP-morphology,native,FAIL,881.423,7918,7770,0
constrained,oss,lazymop,serial,PeterisP-morphology,stock,FAIL,956.508,7918,7727,0
constrained,oss,lazymop,serial,StarlangSoftware-TurkishPropBank,native,PASS,57.994,576,431,0
constrained,oss,lazymop,serial,StarlangSoftware-TurkishPropBank,stock,PASS,112.061,3361,2968,0
constrained,oss,lazymop,serial,StarlangSoftware-TurkishSentiNet,native,PASS,72.974,1340,895,0
constrained,oss,lazymop,serial,StarlangSoftware-TurkishSentiNet,stock,PASS,141.925,5353,4677,0
constrained,oss,lazymop,serial,StarlangSoftware-TurkishWordNet,native,PASS,1632.470,7918,7912,0
constrained,oss,lazymop,serial,StarlangSoftware-TurkishWordNet,stock,FAIL,7007.151,7918,7712,0
constrained,oss,lazymop,serial,Sweetiee-yi-Jaba,native,PASS,115.319,5635,3850,0
constrained,oss,lazymop,serial,Sweetiee-yi-Jaba,stock,FAIL,355.947,7918,7909,0
constrained,oss,lazymop,serial,addthis-stream-lib,native,FAIL,205.830,7918,7918,0
constrained,oss,lazymop,serial,addthis-stream-lib,stock,FAIL,295.924,7918,7918,0
constrained,oss,lazymop,serial,agarciadom-xeger,native,PASS,54.226,174,106,0
constrained,oss,lazymop,serial,agarciadom-xeger,stock,PASS,93.537,1192,980,0
constrained,oss,lazymop,serial,albfernandez-javadbf,native,PASS,61.225,194,122,0
constrained,oss,lazymop,serial,albfernandez-javadbf,stock,PASS,57.351,195,122,0
constrained,oss,lazymop,serial,almondtools-stringsearchalgorithms,native,FAIL,280.882,7918,7918,0
constrained,oss,lazymop,serial,almondtools-stringsearchalgorithms,stock,FAIL,340.961,7918,7918,0
constrained,oss,lazymop,serial,almson-almson-refcount,native,PASS,37.410,148,79,0
constrained,oss,lazymop,serial,almson-almson-refcount,stock,PASS,38.780,245,178,0
constrained,oss,lazymop,serial,apache-commons-imaging,native,PASS,248.729,4681,2924,0
constrained,oss,lazymop,serial,apache-commons-imaging,stock,PASS,398.471,7918,7679,0
constrained,oss,lazymop,serial,attoparser-attoparser,native,PASS,529.316,217,148,0
constrained,oss,lazymop,serial,attoparser-attoparser,stock,PASS,883.808,1306,980,0
constrained,oss,lazymop,serial,awslabs-route53-infima,native,PASS,39.204,237,169,0
constrained,oss,lazymop,serial,awslabs-route53-infima,stock,PASS,71.193,1389,1224,0
constrained,oss,lazymop,serial,bkatwal-kafka-util,native,PASS,777.774,7918,7545,0
constrained,oss,lazymop,serial,bkatwal-kafka-util,stock,PASS,530.283,1798,1171,0
constrained,oss,lazymop,serial,chocoteam-choco-graph,native,FAIL,205.820,7918,7918,0
constrained,oss,lazymop,serial,chocoteam-choco-graph,stock,FAIL,205.830,7918,7918,0
constrained,oss,lazymop,serial,cocolian-cocolian-nlp,native,PASS,159.123,3480,2723,0
constrained,oss,lazymop,serial,cocolian-cocolian-nlp,stock,PASS,249.944,7181,7181,0
constrained,oss,lazymop,serial,codelion-gramtest,native,PASS,104.488,562,400,0
constrained,oss,lazymop,serial,codelion-gramtest,stock,PASS,182.829,3289,2871,0
constrained,oss,lazymop,serial,confluentinc-kafka-connect-datagen,native,PASS,188.696,4224,2597,0
constrained,oss,lazymop,serial,confluentinc-kafka-connect-datagen,stock,PASS,227.354,5003,3187,0
constrained,oss,lazymop,serial,conveyal-osm-lib,native,FAIL,250.859,7918,7918,0
constrained,oss,lazymop,serial,conveyal-osm-lib,stock,FAIL,220.831,7918,7840,0
constrained,oss,lazymop,serial,cowtowncoder-java-uuid-generator,native,PASS,113.710,7918,7390,0
constrained,oss,lazymop,serial,cowtowncoder-java-uuid-generator,stock,PASS,158.933,7918,7113,0
constrained,oss,lazymop,serial,danieldk-dictomaton,native,PASS,150.600,1917,1252,0
constrained,oss,lazymop,serial,danieldk-dictomaton,stock,PASS,364.709,7359,7359,0
constrained,oss,lazymop,serial,davidmoten-bplustree,native,PASS,160.242,744,566,0
constrained,oss,lazymop,serial,davidmoten-bplustree,stock,PASS,218.022,3476,3124,0
constrained,oss,lazymop,serial,davidmoten-rtree,native,FAIL,290.497,826,521,0
constrained,oss,lazymop,serial,davidmoten-rtree,stock,FAIL,412.930,6419,6419,0
constrained,oss,lazymop,serial,davidmoten-rtree-multi,native,PASS,207.331,2168,1343,0
constrained,oss,lazymop,serial,davidmoten-rtree-multi,stock,PASS,302.568,6527,6527,0
constrained,oss,lazymop,serial,davidmoten-rtree2,native,PASS,191.296,1108,692,0
constrained,oss,lazymop,serial,davidmoten-rtree2,stock,PASS,264.999,5336,4755,0
constrained,oss,lazymop,serial,eightbitjim-cassette-nibbler,native,FAIL,190.820,7918,7918,0
constrained,oss,lazymop,serial,eightbitjim-cassette-nibbler,stock,FAIL,325.917,7918,7918,0
constrained,oss,lazymop,serial,f4b6a3-uuid-creator,native,PASS,77.374,261,201,0
constrained,oss,lazymop,serial,f4b6a3-uuid-creator,stock,PASS,71.076,302,229,0
constrained,oss,lazymop,serial,flipkart-incubator-databuilderframework,native,PASS,348.412,1402,984,0
constrained,oss,lazymop,serial,flipkart-incubator-databuilderframework,stock,PASS,523.895,6622,6519,0
constrained,oss,lazymop,serial,fraunhoferfokus-Fuzzino,native,PASS,303.427,2267,1457,0
constrained,oss,lazymop,serial,fraunhoferfokus-Fuzzino,stock,PASS,345.076,2380,1522,0
constrained,oss,lazymop,serial,fusion-jena-JaroWinklerSimilarity,native,PASS,346.209,5871,3957,0
constrained,oss,lazymop,serial,fusion-jena-JaroWinklerSimilarity,stock,FAIL,1091.622,7918,7806,0
constrained,oss,lazymop,serial,gchq-synthetic-data-generator,native,FAIL,190.803,7918,7918,0
constrained,oss,lazymop,serial,gchq-synthetic-data-generator,stock,FAIL,115.738,7918,7918,0
constrained,oss,lazymop,serial,getodk-javarosa,native,FAIL,168.996,684,483,0
constrained,oss,lazymop,serial,getodk-javarosa,stock,PASS,197.701,2157,1819,0
constrained,oss,lazymop,serial,ghaffarian-progex,native,PASS,158.671,5904,3836,0
constrained,oss,lazymop,serial,ghaffarian-progex,stock,PASS,295.561,7918,7569,0
constrained,oss,lazymop,serial,googleapis-java-spanner-jdbc,native,FAIL,491.170,7918,7918,0
constrained,oss,lazymop,serial,googleapis-java-spanner-jdbc,stock,FAIL,491.174,7918,7918,0
constrained,oss,lazymop,serial,graphstream-gs-algo,native,FAIL,205.812,7918,7918,0
constrained,oss,lazymop,serial,graphstream-gs-algo,stock,FAIL,205.817,7918,7918,0
constrained,oss,lazymop,serial,graphstream-gs-core,native,PASS,119.937,4989,3493,0
constrained,oss,lazymop,serial,graphstream-gs-core,stock,PASS,122.591,6290,4302,0
constrained,oss,lazymop,serial,hlavki-jlemmagen,native,PASS,34.535,487,326,0
constrained,oss,lazymop,serial,hlavki-jlemmagen,stock,PASS,38.216,751,521,0
constrained,oss,lazymop,serial,houbb-sensitive-word,native,PASS,126.409,2460,1581,0
constrained,oss,lazymop,serial,houbb-sensitive-word,stock,PASS,232.126,6732,6732,0
constrained,oss,lazymop,serial,huaban-jieba-analysis,native,PASS,92.677,3042,2050,0
constrained,oss,lazymop,serial,huaban-jieba-analysis,stock,PASS,192.772,7875,7875,0
constrained,oss,lazymop,serial,indeedeng-vowpal-wabbit-java,native,FAIL,611.180,7918,7918,0
constrained,oss,lazymop,serial,indeedeng-vowpal-wabbit-java,stock,FAIL,776.325,7918,7822,0
constrained,oss,lazymop,serial,iquadrat-sbb-train-scheduler,native,PASS,209.272,3506,2763,0
constrained,oss,lazymop,serial,iquadrat-sbb-train-scheduler,stock,PASS,301.040,7283,7283,0
constrained,oss,lazymop,serial,jahlborn-jackcess,native,FAIL,400.951,7918,7918,0
constrained,oss,lazymop,serial,jahlborn-jackcess,stock,FAIL,521.100,7918,7918,0
constrained,oss,lazymop,serial,kapoorlabs-kiara,native,FAIL,265.893,7918,7918,0
constrained,oss,lazymop,serial,kapoorlabs-kiara,stock,FAIL,310.924,7918,7918,0
constrained,oss,lazymop,serial,lexburner-consistent-hash-algorithm,native,PASS,84.150,233,147,0
constrained,oss,lazymop,serial,lexburner-consistent-hash-algorithm,stock,PASS,147.921,2841,2411,0
constrained,oss,lazymop,serial,lukfor-pgs-calc,native,FAIL,340.910,7918,7918,0
constrained,oss,lazymop,serial,lukfor-pgs-calc,stock,FAIL,385.993,7918,7918,0
constrained,oss,lazymop,serial,mastodon-sc-mastodon,native,PASS,317.192,7918,7762,0
constrained,oss,lazymop,serial,mastodon-sc-mastodon,stock,PASS,337.929,7918,7744,0
constrained,oss,lazymop,serial,mocnik-science-geogrid,native,FAIL,251.010,7918,7899,0
constrained,oss,lazymop,serial,mocnik-science-geogrid,stock,FAIL,240.727,7918,7881,0
constrained,oss,lazymop,serial,myui-btree4j,native,PASS,199.642,1735,1267,0
constrained,oss,lazymop,serial,myui-btree4j,stock,PASS,234.909,2316,1756,0
constrained,oss,lazymop,serial,palatable-lambda,native,FAIL,310.906,7918,7918,0
constrained,oss,lazymop,serial,palatable-lambda,stock,FAIL,325.941,7918,7918,0
constrained,oss,lazymop,serial,palindromicity-simple-syslog,native,PASS,66.598,229,160,0
constrained,oss,lazymop,serial,palindromicity-simple-syslog,stock,PASS,91.314,2349,1730,0
